,URL,URL-href,TotalRating,TypeLevel1_x,TotalSeat,service_pet_friendly,service_Wi-Fi,service_reservation,service_Parking,service_Good for Groups,service_Delivery,service_Good for Kids,service_alcohol,service_Credit Card,review_wordlist,ReviewScore,TotalReview,PriceRange,Province,2020Reward,RecMenu1,RecMenu2,RecMenu3,rest_service_Cluster,friend,family,couple,rush,save,delivery,hungry,party,business
80,Bankara RamenICONSIAM,https://www.wongnai.com/restaurants/422792kE-bankara-ramen-iconsiam,33,อาหารญี่ปุ่น,41 - 80 ที่นั่ง,0,0,0,1,0,1,0,0,1,[],3.8,26.0,฿฿฿,กรุงเทพมหานคร,1.0,Kakuni Bankara,Kakuni Tonkotsu,ชาบาร์เล่ย์,0,54.0,38.0,0.0,31.0,0,0,0.0,0,0.0
81,After You Dessert CafeThe Portal Impact,https://www.wongnai.com/restaurants/269072XW-after-you-dessert-cafe-the-portal-impact,80,ของหวาน,11 - 40 ที่นั่ง,0,0,0,1,0,1,0,0,0,[],4.0,69.0,฿฿,นนทบุรี,1.0,Two-Tone Kakigori,Souffle Cheese Cake,Ice Matcha Latte,0,48.0,45.0,29.0,0.0,0,0,0.0,0,0.0
82,Mini Me by Fillets,https://www.wongnai.com/restaurants/fillets,660,ซูชิ,41 - 80 ที่นั่ง,0,1,1,1,1,1,0,1,1,"['ญี่ปุ่น', 'omakase', 'fillets', 'วัตถุดิบ', 'ไข่หวาน', 'อาหารญี่ปุ่น', 'พนักงาน', 'อร่อยมาก', 'ข้าวหน้าเนื้อ', 'ของหวาน', 'บรรยากาศ', 'เนื้อปลา', 'ปลาดิบ', 'lunch set', 'เครื่องดื่ม', 'บริการ', 'ปรุงรส', 'เข้มข้น', 'ปิดท้าย']",4.2,366.0,฿฿฿฿฿,กรุงเทพมหานคร,1.0,Fillets wagyu don + free miso soup,Barachirachi don + free miso soup,Omakase Course by Chef Randee,1,40.0,17.0,42.0,0.0,0,0,0.0,0,0.0
84,หมี่อ่าวเก,https://www.wongnai.com/restaurants/8807Rx-%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%AD%E0%B9%88%E0%B8%B2%E0%B8%A7%E0%B9%80%E0%B8%81,115,ก๋วยเตี๋ยว,41 - 80 ที่นั่ง,0,0,0,1,1,1,1,0,0,[],4.1,94.0,฿,ภูเก็ต,1.0,หมี่ผัดฮกเกี้ยน,หมี่ผัดฮกเกี้ยน ใส่ไข่,หมูสะเต้ะ,2,45.0,38.0,0.0,0.0,33,0,0.0,0,0.0
85,Hard Rock CafeChiang Mai,https://www.wongnai.com/restaurants/261801ub-hard-rock-cafe-chiang-mai,26,กึ่งผับ/ร้านเหล้า/บาร์,มากกว่า 150 ที่นั่ง,0,1,0,1,1,1,1,1,1,[],4.3,14.0,฿฿฿,เชียงใหม่,1.0,Jumbo Combo##1,Caesar Salad,Hickory BBQ Ribs,1,60.0,27.0,0.0,0.0,0,0,0.0,47,0.0
87,Ciao Pizza,https://www.wongnai.com/restaurants/245959MA-ciao-pizza,90,อาหารอิตาเลียน,41 - 80 ที่นั่ง,0,1,0,1,0,1,0,1,1,[],4.2,68.0,฿฿฿,กรุงเทพมหานคร,1.0,Pizza Picantissima(S),Pizza Margherita(S),Pizza Popeye(R),0,40.0,0.0,32.0,0.0,0,0,0.0,0,16.0
89,ครัวนายหนัง,https://www.wongnai.com/restaurants/133356wf-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%87,151,อาหารไทย,41 - 80 ที่นั่ง,0,0,0,1,0,0,0,1,1,[],4.2,110.0,฿฿,นครศรีธรรมราช,1.0,แกงส้มปลา ยอดมะพร้าวอ่อน,แกงกระทิกรรเชียงปูใบชะพลู,ปลาทรายทอดขมิ้น,0,55.0,55.0,0.0,0.0,0,0,15.0,0,0.0
90,Bombay Hut,https://www.wongnai.com/restaurants/289860wa-bombay-hut,40,อาหารฟิวชั่น,11 - 40 ที่นั่ง,0,1,1,1,1,1,1,1,0,[],4.3,26.0,฿฿฿,เชียงใหม่,1.0,ซัลซ่ามะม่วงน้ำดอกไม้,Caesar Salad with Homemade Ham,ตับบด,1,50.0,23.0,50.0,0.0,0,0,0.0,0,0.0
92,ลาบเป็ดชัยนาท,https://www.wongnai.com/restaurants/labpedchainat,198,อาหารอีสาน/ร้านส้มตำ,มากกว่า 150 ที่นั่ง,0,1,0,1,0,0,0,1,1,"['ลาบเป็ด', 'พนักงาน', 'ที่จอดรถ']",4.2,156.0,฿฿,ชัยนาท,1.0,,,,0,50.0,53.0,0.0,0.0,15,0,0.0,0,0.0
93,ชีวิตธรรมดา,https://www.wongnai.com/restaurants/chivitthammada,781,คาเฟ่,41 - 80 ที่นั่ง,1,1,1,1,1,0,1,1,1,"['บรรยากาศ', 'พนักงาน', 'เครื่องดื่ม', 'บรรยากาศดี', 'น่ารัก', 'ถ่ายรูป', 'สวยงาม', 'บานอฟฟี่', 'บริการ', 'ที่จอดรถ', 'บริการดี', 'เยอะมาก', 'ในร้าน', 'ร้านกาแฟ', 'ของหวาน', 'อาหารอร่อย', 'บรรยากาศร้าน', 'อร่อยมาก', 'การบริการ']",4.4,609.0,฿฿฿,เชียงราย,1.0,,,,1,55.0,46.0,55.0,0.0,0,0,0.0,0,0.0
94,Royal Oshaร่วมฤดี,https://www.wongnai.com/restaurants/oshathai,281,อาหารไทย,81 - 150  ที่นั่ง,0,1,1,1,1,0,0,1,1,"['สวยงาม', 'พนักงาน', 'เครื่องดื่ม', 'อาหารไทย', 'เครื่อง', 'ร้านอาหารไทย', 'มะพร้าว', 'ต้มยำกุ้ง', 'เข้มข้น', 'หรูหรา', 'รสชาติดี', 'บริการ', 'ข้าวกล้อง', 'บรรยากาศ', 'ของหวาน', 'สดชื่น']",4.5,167.0,฿฿฿฿฿,กรุงเทพมหานคร,1.0,,,,1,33.0,0.0,54.0,0.0,0,0,0.0,0,39.0
96,ปิยะราดหน้า (สวายเรียง) ในเมือง,https://www.wongnai.com/restaurants/150689KN-%E0%B8%9B%E0%B8%B4%E0%B8%A2%E0%B8%B0%E0%B8%A3%E0%B8%B2%E0%B8%94%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2-%E0%B8%AA%E0%B8%A7%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%87,76,อาหารจานเดียว,41 - 80 ที่นั่ง,0,0,0,1,0,1,0,0,0,[],3.9,65.0,฿,นครราชสีมา,1.0,ราดหน้าหมูใส่ไข่-ใหญ่,ราดหน้าหมูกรอบเหลือง,ราดหน้าเส้นใหญ่หมูหมัก,0,0.0,0.0,0.0,51.0,54,0,38.0,0,0.0
98,co-co-kup cafe' พระปฐมเจดีย์,https://www.wongnai.com/restaurants/cocokup,260,คาเฟ่,None,0,1,0,1,1,1,1,0,0,"['ขนมเปี๊ยะลาวา', 'ขนมเปี๊ยะ', 'หน้าร้าน', 'เข้มข้น', 'น่ารัก', 'เครื่องดื่ม', 'ไม่หวาน', 'อร่อยมาก', 'บรรยากาศ', 'ชูครีม', 'เยอะมาก', 'เจ้าของร้าน', 'บริการ']",4.1,218.0,฿฿,นครปฐม,1.0,ขนมเปี๊ยะลาวา,ขนมเปี๊ยะไข่เค็มลาวา,ชูครีม,2,54.0,48.0,49.0,0.0,0,0,0.0,0,0.0
100,The oqposite,https://www.wongnai.com/restaurants/334163QR-the-oqposite,161,คาเฟ่,11 - 40 ที่นั่ง,0,1,0,1,0,0,0,0,0,[],4.3,123.0,฿฿฿,กรุงเทพมหานคร,1.0,ข้าวมันกุ้ง,โรตีนุ่มผักโขมอบชีส,สปาเกตตี้ผัดพริกกระเทียม เบคอน##1,0,38.0,24.0,35.0,0.0,0,0,0.0,0,0.0
102,Scooppซอยสุกร 1,https://www.wongnai.com/restaurants/scoopp,245,ไอศกรีม,11 - 40 ที่นั่ง,0,0,0,1,0,1,0,0,0,"['ไอศกรีม', 'ไอศครีม', 'หลากหลาย', 'เข้มข้น', 'บราวนี่', 'ข้าวหมูแดง', 'พรีเมี่ยม', 'เจ้าของร้าน', 'เยลลี่', 'เยอะมาก', 'ไม่หวาน', 'พนักงาน']",3.9,208.0,฿,กรุงเทพมหานคร,1.0,ยาคูลย์เยลลี่,hokkaido milk,Macadamia Panna Cotta,0,57.0,53.0,36.0,0.0,0,0,0.0,0,0.0
104,You&I Suki BuffetZpell,https://www.wongnai.com/restaurants/415311am-you-i-suki-buffet-zpell,22,ชาบู/สุกี้ยากี้/หม้อไฟ,81 - 150  ที่นั่ง,0,0,0,1,0,1,0,0,1,[],3.7,13.0,฿฿฿฿,ปทุมธานี,1.0,เนื้อวากิว,,,0,46.0,31.0,0.0,0.0,0,0,31.0,0,0.0
105,PACAMARA COFFEEStar Avenue 2 เชียงใหม่,https://www.wongnai.com/restaurants/158975na-pacamara-coffee-star-avenue-2-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88,43,ร้านกาแฟ/ชา,11 - 40 ที่นั่ง,0,1,0,1,1,1,1,0,1,[],4.2,35.0,฿,เชียงใหม่,1.0,,,,2,61.0,0.0,39.0,0.0,0,0,0.0,0,36.0
106,Farm to TableOrganic cafe,https://www.wongnai.com/restaurants/farmtotable,250,คาเฟ่,ไม่เกิน 10 ที่นั่ง,0,1,0,1,0,1,0,0,0,"['ไอศกรีม', 'น่ารัก', 'ไอศครีม', 'ไม่หวาน', 'เครื่องดื่ม', 'ชาเขียว', 'บราวนี่', 'พนักงาน', 'ที่จอดรถ', 'เข้มข้น', 'บรรยากาศ', 'ในร้าน', 'ของหวาน', 'ของคาว', 'หน้าร้าน', 'วาฟเฟิล', 'อาหารคาว', 'ฟักทอง', 'วัตถุดิบ', 'organic']",4.0,211.0,฿,กรุงเทพมหานคร,1.0,ข้าวน้ำพริกอ่องสูตรคุณแม่,บราวนี่ชาเขียวเข้มข้น,ชาไทยโบราณ,0,63.0,34.0,59.0,0.0,0,0,0.0,0,0.0
108,Boon Tong Keeเซ็นทรัลพลาซ่า แกรนด์ พระราม 9,https://www.wongnai.com/restaurants/405703XO-boon-tong-kee-%E0%B9%80%E0%B8%8B%E0%B9%87%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B1%E0%B8%A5%E0%B8%9E%E0%B8%A5%E0%B8%B2%E0%B8%8B%E0%B9%88%E0%B8%B2-%E0%B9%81%E0%B8%81%E0%B8%A3%E0%B8%99%E0%B8%94%E0%B9%8C-%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B8%B2%E0%B8%A1-9,32,อาหารจีน,None,0,0,0,1,0,1,0,0,1,[],4.0,25.0,฿฿,กรุงเทพมหานคร,1.0,ข้าวมัน,ไก่ต้นตำรับบุญตงกี่ (XS),ไก่หนังกรอบบุญตงกี่ (M),0,44.0,32.0,0.0,24.0,0,0,0.0,0,0.0
109,Agave Foomuikee2,https://www.wongnai.com/restaurants/5364xN-%E0%B8%AD%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B9%80%E0%B8%A7%E0%B9%88-%E0%B8%9F%E0%B8%B9%E0%B8%A1%E0%B8%B8%E0%B9%88%E0%B8%A2%E0%B8%81%E0%B8%B5%E0%B9%88-2,94,อาหารจีน,มากกว่า 150 ที่นั่ง,0,0,1,1,1,0,1,1,1,[],3.9,74.0,฿฿,กรุงเทพมหานคร,1.0,,,,1,51.0,54.0,0.0,0.0,0,0,0.0,0,15.0
111,After You Dessert Cafeคริสตัล พาร์ค,https://www.wongnai.com/restaurants/12798qf-after-you-dessert-cafe-the-crystal-park,249,ของหวาน,11 - 40 ที่นั่ง,0,1,0,1,0,1,0,0,1,"['ของหวาน', 'ขนมปัง', 'พนักงาน', 'shibuya honey toast', 'ด้านใน']",4.2,217.0,฿฿,กรุงเทพมหานคร,1.0,Madan chilies Kakigori,lychee lavender soda,Strawberry Chocolate toast,0,70.0,61.0,62.0,0.0,0,0,0.0,0,0.0
113,Pacamara CoffeeRain Hill,https://www.wongnai.com/restaurants/pacamara,74,ร้านกาแฟ/ชา,11 - 40 ที่นั่ง,0,1,0,1,0,1,0,0,1,"['เมล็ดกาแฟ', 'ร้านกาแฟ']",4.1,64.0,฿฿,กรุงเทพมหานคร,1.0,Piccolo Latte (Double),Café Latte (Double),Espresso (Double),0,60.0,0.0,40.0,0.0,0,0,0.0,0,28.0
115,ลมทะเล,https://www.wongnai.com/restaurants/8343zp-%E0%B8%A5%E0%B8%A1%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5,242,อาหารทะเล,11 - 40 ที่นั่ง,1,1,1,1,1,1,1,1,1,"['บรรยากาศดี', 'ลมทะเล', 'บรรยากาศ', 'พนักงาน', 'อาหารอร่อย', 'อาหารทะเล', 'เยอะมาก']",4.0,186.0,฿฿฿,สมุทรสาคร,1.0,ปลากะพงทอดน้ำปลา,ปลากระพงทอดน้ำปลา,ปูนึ่ง,1,56.0,68.0,28.0,0.0,0,0,0.0,0,0.0
117,Hard Rock caféภูเก็ต,https://www.wongnai.com/restaurants/9047hm-hard-rock-caf%C3%A9-%E0%B8%A0%E0%B8%B9%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%95,12,กึ่งผับ/ร้านเหล้า/บาร์,81 - 150  ที่นั่ง,0,1,0,1,0,0,0,1,1,[],3.9,11.0,฿฿฿฿,ภูเก็ต,1.0,,,,0,0.0,0.0,36.0,0.0,0,0,0.0,0,0.0
118,มิตรโกหย่วน,https://www.wongnai.com/restaurants/mitkoyuan,294,อาหารไทย,11 - 40 ที่นั่ง,0,0,0,1,0,0,0,1,0,"['หมี่กรอบ', 'ต้มยำกุ้ง', 'สตูลิ้นวัว', 'หอยแครงลวก', 'บรรยากาศ', 'กลมกล่อม', 'ที่จอดรถ']",3.9,227.0,฿฿,กรุงเทพมหานคร,1.0,ต้มยำกุ้ง,สตูลิ้นวัว,หอยแครงลวก,0,44.0,45.0,0.0,0.0,0,0,26.0,0,0.0
120,379DRIP,https://www.wongnai.com/restaurants/182958UK-379drip,71,ร้านกาแฟ/ชา,11 - 40 ที่นั่ง,0,1,0,1,1,1,1,0,0,[],4.1,52.0,฿,สุโขทัย,1.0,,,,2,50.0,0.0,33.0,0.0,0,0,0.0,0,27.0
121,โกอ่างซีฟู้ด,https://www.wongnai.com/restaurants/111837Ih-%E0%B9%82%E0%B8%81%E0%B8%AD%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%8B%E0%B8%B5%E0%B8%9F%E0%B8%B9%E0%B9%89%E0%B8%94,136,อาหารทะเล,41 - 80 ที่นั่ง,0,0,1,1,1,0,1,1,0,[],4.0,110.0,฿฿฿,ภูเก็ต,1.0,แกงส้ม,กุ้งผัดกะปิสะตอ,น้ำพริกกุ้งเสียบ,1,51.0,54.0,0.0,0.0,0,0,19.0,0,0.0
122,แม่กลองหัวปลาหม้อไฟคลองขวาง,https://www.wongnai.com/restaurants/maeklonghuaplamorfai,319,อาหารทะเล,81 - 150  ที่นั่ง,0,0,0,1,0,0,0,1,0,"['ที่จอดรถ', 'เนื้อปู']",4.2,199.0,฿฿฿฿,กรุงเทพมหานคร,1.0,ปูไข่นึ่งนมสด,ปูผัดพริกเหลือง,กุ้งใหญ่เผา,0,44.0,46.0,16.0,0.0,0,0,0.0,0,0.0
124,เซี่ยงกี่ข้าวต้มปลา,https://www.wongnai.com/restaurants/siangki,141,อาหารจานเดียว,41 - 80 ที่นั่ง,0,0,0,1,0,0,0,1,0,"['ข้าวต้ม', 'ข้าวต้มปลา', 'น้ำซุป', 'กุ้งแห้ง', 'ปลากระพง', 'เนื้อปลา', 'บะเต็ง', 'หอยนางรม']",4.0,112.0,฿฿฿,กรุงเทพมหานคร,1.0,ข้าวต้มปลากระพง,ข้าวต้มปลาจาระเม็ด,ข้าวต้มหอยนางรม,0,38.0,32.0,0.0,20.0,0,0,0.0,0,0.0
126,Peace Oriental Teahouseโครงการเวลา,https://www.wongnai.com/restaurants/466547Wq-peace-oriental-teahouse-%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%A7%E0%B8%A5%E0%B8%B2,39,ร้านกาแฟ/ชา,11 - 40 ที่นั่ง,0,1,0,1,1,1,0,0,1,[],4.3,35.0,฿฿฿,กรุงเทพมหานคร,1.0,Matcha Extremist##1,Matcha pastel##1,Snow Yuzu,0,40.0,26.0,43.0,0.0,0,0,0.0,0,0.0
128,กรหมี่ไก่,https://www.wongnai.com/restaurants/kornmeekai,198,ก๋วยเตี๋ยว,41 - 80 ที่นั่ง,0,0,0,1,1,1,1,0,0,"['บะหมี่', 'น้ำซุป', 'หมูแดง', 'เส้นบะหมี่', 'เหนียว']",4.0,152.0,฿,สงขลา,1.0,บะหมี่แห้งไก่รวมมิตร,บะหมี่ไก่,บะหมี่แห้งรวมมิตร,2,47.0,0.0,0.0,0.0,34,0,34.0,0,0.0
130,After You Dessert CafeThe Market Bangkok,https://www.wongnai.com/restaurants/384607IS-after-you-dessert-cafe-the-market-bangkok,10,ของหวาน,None,0,0,0,1,0,1,0,0,1,[],3.4,9.0,฿฿,กรุงเทพมหานคร,1.0,,,,0,67.0,56.0,44.0,0.0,0,0,0.0,0,0.0
131,ถ้วยก๋าไก่ and View LOVER,https://www.wongnai.com/restaurants/183948pL-%E0%B8%96%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%81%E0%B9%8B%E0%B8%B2%E0%B9%84%E0%B8%81%E0%B9%88-and-view-lover,71,อาหารเหนือ,None,0,0,1,1,1,0,1,0,1,[],4.0,56.0,฿฿,พะเยา,1.0,,,,1,48.0,45.0,29.0,0.0,0,0,0.0,0,0.0
132,25 Degrees Bangkok,https://www.wongnai.com/restaurants/25degrees,531,เบอร์เกอร์,41 - 80 ที่นั่ง,0,1,0,1,0,1,0,1,1,"['เบอร์เกอร์', 'burger', 'ขนมปัง', 'number one', 'พนักงาน', 'ชิ้นใหญ่', 'curly fries', 'อเมริกัน', 'อร่อยดี', 'เครื่องดื่ม', 'บรรยากาศ', 'อร่อยมาก', 'เบอเกอร์', 'ร้านเบอร์เกอร์', 'ไม่ชอบ', 'รสชาติดี', 'บลูชีส', 'signature', 'คนเดียว', 'เนื้อวัว']",4.2,344.0,฿฿฿,กรุงเทพมหานคร,1.0,Number One,Curly fries,Number Two,0,56.0,0.0,30.0,0.0,0,0,0.0,21,0.0
134,เฮือนใจ๋ยอง,https://www.wongnai.com/restaurants/huenjaiyong,291,อาหารเหนือ,มากกว่า 150 ที่นั่ง,0,1,1,1,1,1,1,0,0,"['อาหารเหนือ', 'บรรยากาศ', 'ไส้อั่ว', 'น้ำพริกหนุ่ม', 'บริการ', 'แกงฮังเล', 'อาหารเมือง', 'กลมกล่อม', 'อร่อยมาก', 'อาหารพื้นเมือง', 'รสชาติดี', 'เยอะมาก', 'เหนียว', 'ที่จอดรถ']",4.2,215.0,฿฿,เชียงใหม่,1.0,ไส้อั่ว,แกงฮังเล,ลาบคั่ว,2,62.0,61.0,21.0,0.0,0,0,0.0,0,0.0
138,Crab and Clawสยามพารากอน,https://www.wongnai.com/restaurants/crabandclaw-sp,384,อาหารทะเล,11 - 40 ที่นั่ง,0,1,0,1,0,1,0,1,1,"['lobster', 'ล็อบสเตอร์', 'พนักงาน', 'lobster roll', 'ล๊อปสเตอร์', 'เข้มข้น', 'ขนมปัง', 'บริการดี', 'เนยละลาย', 'น้ำจิ้มซีฟู้ด', 'ไอศกรีม', 'วัตถุดิบ', 'รสชาติดี', 'บริการ', 'เนื้อกุ้ง', 'น้ำสลัด', 'ไอศครีม']",4.0,238.0,฿฿฿฿฿,กรุงเทพมหานคร,1.0,Lobster roll,Grilled Lobster,Grilled Whole Lobster with Garlic & Butter,0,43.0,39.0,37.0,0.0,0,0,0.0,0,0.0
140,JSM Pizzeria & Restaurant,https://www.wongnai.com/restaurants/jsm,142,พิซซ่า,None,0,1,1,1,1,1,1,1,1,"['พิซซ่า', 'พนักงาน']",4.0,124.0,฿฿฿,นครปฐม,1.0,พิซซ่าคลาสสิคสุพรีม,Pizza Pepperoni,พิซซ่าเตาฟืน,1,56.0,70.0,32.0,0.0,0,0,0.0,0,0.0
142,ยาใจอ่างศิลา ซีฟู้ด,https://www.wongnai.com/restaurants/8129WL-%E0%B8%A2%E0%B8%B2%E0%B9%83%E0%B8%88%E0%B8%AD%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%A8%E0%B8%B4%E0%B8%A5%E0%B8%B2-%E0%B8%8B%E0%B8%B5%E0%B8%9F%E0%B8%B9%E0%B9%89%E0%B8%94,178,อาหารทะเล,11 - 40 ที่นั่ง,0,0,0,1,0,0,0,0,1,['อาหารทะเล'],4.0,126.0,฿฿฿,สมุทรปราการ,1.0,กรรเชียงปู,น้ำพริกไข่ปู,กุ้งอบเกลือ,0,46.0,55.0,13.0,0.0,0,0,0.0,0,0.0
